cs_year,date_occur,crime,description,ileads_address,ileads_street,x_coord,y_coord
2013,01/06/2013 02:15,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5550,W FLORISSANT AVE,893349.7,1043701
2013,01/06/2013 02:50,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5622,W FLORISSANT AVE,892956.1,1044271
2013,01/06/2013 03:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1203,KRAFT ST,877049.2,1017996
2013,01/06/2013 06:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 9TH ST / WALNUT ST,907435.7,1016834
2013,01/06/2013 07:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5540,PERSHING AVE,883159.8,1024767
2013,01/06/2013 09:55,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4509,LEWIS PL,891290.8,1027133
2013,01/06/2013 13:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,10,S BROADWAY,908882.8,1016503
2013,01/06/2013 13:45,182250,DRUGS-POSSESSION/COCAINE,1921,PRAIRIE AVE,897907.9,1026605
2013,01/06/2013 13:52,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2701,ARKANSAS AVE,894679.1,1009898
2013,01/06/2013 14:00,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,807,COURTOIS ST,886987.3,989265.1
2013,01/06/2013 14:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,837,GUSTAV AVE,897410.3,1052718
2013,01/06/2013 15:20,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4611,BECK AVE,886093.4,1004614
2013,01/06/2013 15:30,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3301,UNION BLVD,888621.8,1035390
2013,01/06/2013 16:26,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4008,DRYDEN AVE,894714.6,1034428
